XML-ID,Wikidata_ID,Viaf ID,NHRP ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Country of co=itizenship,Occupation,Instance,Gender,Brief Description
peJCBl,Q124094,14836641,,JOHANN CASPAR,BLUNTSCHLI,JOHANN CASPAR BLUNTSCHLI,1808,1881,1808-1881,Switzerland,writer,human,male,sveitsisk-tysk rettslærd og politiker.
peABly,Q610981,3216017,pf01053257027112,AXEL [GUDBRAND],BLYTT,AXEL [GUDBRAND] BLYTT,1843,1898,1843-1898,Norway,professor,human,male,norsk botaniker og geolog.
peJABl,,,,JOHANNE ALIDA,BLYTT (Blydt),JOHANNE ALIDA BLYTT (Blydt),1826,1905,1826-1905,,,human,,norsk stadsmeglerhustru.
pePB,Q17119542,67149296262280670001,,PETER [MICHAEL],BLYTT (Blydt),PETER [MICHAEL] BLYTT (Blydt),1823,1897,1823-1897,Norway,procurement,human,male,norsk handelsmann og stadsmegler (
peVBl,,,,VALBORG,BLYTT,VALBORG BLYTT,1855,,1855-,,,human,,norsk stadsmeglerdatter.
peGiBo,Q1514544,81438162,,GIROLAMO,BOCCARDO,GIROLAMO BOCCARDO,1829,1904,1829-1904,Kingdom of Italy,politician,human,male,italiensk nasjonaløkonom.
peCHB,,291196681,,[CÆSAR] HAKON,BOECK,[CÆSAR] HAKON BOECK,1832,1898,1832-1898,,,human,,norsk lege.
peSBoe,,,,[INGEBORG] SOPHIE,BOECK,[INGEBORG] SOPHIE BOECK,1839,1917,1839-1917,,,human,,"norsk legehustru, gift med foregående Hakon Boeck (F 1875; Koro 1908-15; NBO PA). "
peTB,Q3373789,57425789,pf01037045154206,THORVALD [OLAF],BOECK,THORVALD [OLAF] BOECK,1835,1901,1835-1901,Norway,jurist,human,male,norsk kongelig fullmektig og boksamler.
peAPB,Q372277,27880926,,ALEKSEJ PETROVITSJ,BOGOLJUBOV,ALEKSEJ PETROVITSJ BOGOLJUBOV,1824,1896,1824-1896,Russian Empire,painter,human,male,"russisk marinemaler, samler og lærer."
peCBoi,Q1055239,27061204,,CAMILLO,BOITO,CAMILLO BOITO,1836,1914,1836-1914,Kingdom of Italy,writer,human,male,italiensk arkitekt og kunstskribent.
peEBo,Q4575937,,,ERNST [SEVERIN JENS],BOJESEN,ERNST [SEVERIN JENS] BOJESEN,1849,1925,1849-1925,Denmark,publisher,human,male,dansk forlegger.
peFEB,Q5581012,11496901,,FREDERIK [ENGELHARDT],BOJSEN,FREDERIK [ENGELHARDT] BOJSEN,1841,1926,1841-1926,Denmark,politician,human,male,dansk politiker.
peJBo,Q1396614,96429639,,JOHAN [CHRISTOFFER],BOKLUND,JOHAN [CHRISTOFFER] BOKLUND,1817,1880,1817-1880,Sweden,painter,human,male,svensk maler.
peWB,Q5475457,88863461,,[ANDREAS] WILHELM,BOLIN,[ANDREAS] WILHELM BOLIN,1835,1924,1835-1924,Finland,librarian,human,male,finsk filosof.
peABom,,,,ANETTE [JØRGINE],BOMHOFF,ANETTE [JØRGINE] BOMHOFF,1811,1894,1811-1894,,,human,,norsk kjøpmannshustru.
peKB,Q3436189,,,KARL [GETHER],BOMHOFF,KARL [GETHER] BOMHOFF,1842,1925,1842-1925,Norway,politician,human,male,"norsk farmasøyt, fabrikkbestyrer og bankdirektør."
peMBom,,,,[CAMILLA] MATHILDE,BOMHOFF,[CAMILLA] MATHILDE BOMHOFF,1854,1923,1854-1923,,,human,,norsk bankdirektørhustru.
peBoni,Q355485,116587918,pf01038011000661,CLEMENS,BONIFACIUS,CLEMENS BONIFACIUS,,,,Union between Sweden and Norway,writer,human,male,pseudonym for P.Chr. Asjørnsen.
peCBo,,17349285,,CAMILLE,BONNARD,CAMILLE BONNARD,1793,,1793-,,,human,,fransk kostymeverkforfatter.
peLBo,Q170259,19835381,,LÉON [JOSEPH FLORENTIN],BONNAT,LÉON [JOSEPH FLORENTIN] BONNAT,1833,1922,1833-1922,France,painter,human,male,fransk maler.
peAB,Q1588065,4909296,,ALBERT,BONNIER,ALBERT BONNIER,1820,1900,1820-1900,Sweden,publisher,human,male,svensk forlagsbokhandler.
peBeBo,Q104755506,,,BETTY,BONNIER,BETTY BONNIER,1828,1888,1828-1888,Sweden,,human,female,svensk bokhandlerhustru.
peMvB,Q42529197,39365507,,MARIE VON,BORCH,MARIE VON BORCH,1843,1895,1843-1895,,translator,human,female,"tysk oversetter (om fødselsår, jf. ADB 45, 313)."
peABo,Q5582212,,,AXEL [JUELL],BORCHGREVINK,AXEL [JUELL] BORCHGREVINK,1838,1902,1838-1902,,engineer,human,male,norsk ingeniør.
peBBo,Q62079666,22042211,,BETTY [JULIE],BORCHSENIUS,BETTY [JULIE] BORCHSENIUS,1850,1890,1850-1890,Denmark,actor,human,female,dansk skuespillerinne.
peOB,Q5582220,301945030,,OTTO [FREDERIK CHRISTIAN WILLIAM],BORCHSENIUS,OTTO [FREDERIK CHRISTIAN WILLIAM] BORCHSENIUS,1844,1925,1844-1925,Denmark,author,human,male,dansk forfatter.
peCPB,Q71397141,6482149296206780670003,,CARL [PETER],BORGAARD,CARL [PETER] BORGAARD,1799,1868,1799-1868,,translator,human,,dansk dramatiker og teatermann i Norge.
pePBH,Q446871,42642579,,PAUL,BOTTEN-HANSEN,PAUL BOTTEN-HANSEN,1824,1869,1824-1869,Norway,writer,human,male,"norsk litteraturkritiker, bibliograf og bibliotekar."
peJoBH,,,,HANNA (Johanne Evine Karine Elisabeth),BOTTEN-HANSEN,HANNA (Johanne Evine Karine Elisabeth) BOTTEN-HANSEN,1833,1917,1833-1917,,,human,,norsk redaktør- og bibliotekarhustru.
peAAB,Q448812,32055272,,[ANTOINE] AUGUST,BOURNONVILLE,[ANTOINE] AUGUST BOURNONVILLE,1805,1879,1805-1879,Denmark,ballet dancer,human,male,"dansk solodanser, ballettmester og koreograf."
peAEB,Q216668,46941089,,[ALBERT] EMIL,BRACHVOGEL,[ALBERT] EMIL BRACHVOGEL,1824,1878,1824-1878,Germany,writer,human,male,tysk forfatter.
peOBr,Q71903,22161138,,OTTO,BRAHM,OTTO BRAHM,1856,1912,1856-1912,German Empire,writer,human,male,tysk teaterleder og -kritiker.
peJoBr,Q7294,7573295,,JOHANNES,BRAHMS,JOHANNES BRAHMS,1833,1897,1833-1897,German Confederation,composer,human,male,tysk komponist.
peAsBr,,,,ASTRID,BRANDES,ASTRID BRANDES,1880,1880,1880-1880,,,human,,datter av Georg og Gerda Brandes. Døde av difteri 19. novemer 1890 (GBT).
peEdBr,,,,EDITH,BRANDES,EDITH BRANDES,1879,1968,1879-1968,,,human,,"datter av Georg og Gerda Brandes (J. Knudsen 2004, . 2, 650). "
peEBr,Q347582,30334407,,[CARL] EDVARD [COHEN],BRANDES,[CARL] EDVARD [COHEN] BRANDES,1847,1931,1847-1931,Denmark,writer,human,male,"dansk kritiker, forfatter, journalist og politiker."
peEBra,,,,EMILIE,BRANDES,EMILIE BRANDES,1818,1898,1818-1898,,,human,,dansk grossererhustru.
peGB,Q316045,4938982,,GEORG [MORRIS COHEN],BRANDES,GEORG [MORRIS COHEN] BRANDES,1842,1927,1842-1927,Denmark,writer,human,male,dansk kritiker og forfatter.
peGBr,,,,GERDA (Henriette),BRANDES,GERDA (Henriette) BRANDES,1845,1931,1845-1931,,,human,,tysk-dansk forfatterhustru.
peHBra,,,,HARRIET,BRANDES,HARRIET BRANDES,1856,1879,1856-1879,,,human,,dansk forfatterhustru.
peOBrau,Q7109769,3221809,,[JOHANN PHILIPP] OTTO,BRAUN,[JOHANN PHILIPP] OTTO BRAUN,1824,1900,1824-1900,Germany,writer,human,male,tysk journalist og forfatter.
peAnBr,,,,ANNA,BRAUNWART,ANNA BRAUNWART,,,,,,human,,tysk juristhustru.
peLoBr,Q1870155,49976527,,LORENZ VON,BRAUNWART,LORENZ VON BRAUNWART,1826,1904,1826-1904,Germany,judge,human,male,tysk jurist.
peEBrau,Q124497,59875388,,ERNST,BRAUSEWETTER,ERNST BRAUSEWETTER,1863,1904,1863-1904,German Empire,writer,human,male,tysk forfatter og oversetter.
peJB,Q13411079,61494363,,JOHAN (Josva),BRAVO,JOHAN (Josva) BRAVO,1797,1876,1797-1876,Denmark,painter,human,male,dansk maler og kunstagent.
peNB,Q5585682,12262574,,NIELS [ANDREAS],BREDAL,NIELS [ANDREAS] BREDAL,1841,1888,1841-1888,Denmark,painter,human,male,dansk akvarellmaler.
peFBr,,103316608,,FRIEDRICH,BRESEMANN,FRIEDRICH BRESEMANN,1809,1850,1809-1850,,,human,,dansk språklærer.
peCBr,,88763255,,CHRISTOFFER,BRINCHMANN,CHRISTOFFER BRINCHMANN,1864,1940,1864-1940,,,human,,norsk arkivar.
peElBr,,,,ELISE,BRODTKORB,ELISE BRODTKORB,1831,1914,1831-1914,,,human,,norsk proprietærhustru (NBO PA).
peBBro,Q55674719,57373747,,BERNHARD,BRONS,BERNHARD BRONS,1831,1911,1831-1911,,merchant,human,male,tysk forretningsmann.
peHBvS,Q66163,62333906,,HANS [AUGUST],BRONSART VON SCHELLENDORF,HANS [AUGUST] BRONSART VON SCHELLENDORF,1830,1913,1830-1913,Germany,composer,human,male,tysk komponist.
peIBS,Q457863,59869091,,INGEBORG,BRONSART VON SCHELLENDORF,INGEBORG BRONSART VON SCHELLENDORF,1840,1913,1840-1913,Sweden,composer,human,female,tysk pianistinne.
peTAB,,,,TITO A.,BRUCENI,TITO A. BRUCENI,,,,,,human,,italiensk litterat.
peMBr,Q16164996,307224396,,MASSI (Masine Steinon),BRUHN,MASSI (Masine Steinon) BRUHN,1846,1895,1846-1895,Denmark,novelist,human,female,dansk forfatterinne og kvinnesaksforkjemper.
peAlB,Q12300947,,,ALEXANDER,BRUN,ALEXANDER BRUN,1814,1893,1814-1893,Denmark,entomologist,human,male,dansk birøkter og fruktdyrker.
peAJB,,2157640953938221746,,ANDREAS [JOHN],BRUN,ANDREAS [JOHN] BRUN,1840,1926,1840-1926,,,human,,"norsk bokhandler (Anker 2, 86)."
peHBru,Q18756034,231499317,pf01053257030608,HANS [SALVESEN],BRUN,HANS [SALVESEN] BRUN,1834,1901,1834-1901,Norway,actor,human,male,norsk skuespiller og sanger.
peJCBr,Q6214982,7419149296291780670003,,JOHAN [CHRISTOPHER],BRUN,JOHAN [CHRISTOPHER] BRUN,1838,1914,1838-1914,Norway,politician,human,male,norsk apoteker.
peJFB,Q1794570,221276383,pf01053257005687,JOHANNES [FINNE],BRUN,JOHANNES [FINNE] BRUN,1832,1890,1832-1890,Norway,actor,human,male,norsk skuespiller.
peLoB,Q4940931,228236306,,LOUISE [LARSINE],BRUN,LOUISE [LARSINE] BRUN,1830,1866,1830-1866,Norway,actor,human,female,norsk skuespillerinne.
peMWB,Q104219013,6145970195732251545,,MICHAEL WALLEM,BRUN,MICHAEL WALLEM BRUN,1819,1891,1819-1891,Denmark,playwright,human,male,norskfødt teaterleder og forfatter i Danmark og Norge.
peJorBr,Q3352322,215295898,pf01037335060909,JØRGEN,BRUNCHORST,JØRGEN BRUNCHORST,1862,1917,1862-1917,Norway,politician,human,male,"norsk botaniker, museumsmann, politiker og diplomat."
peGBru,Q36330,68926311,,GIORDANO,BRUNO,GIORDANO BRUNO,1548,1600,1548-1600,Kingdom of Naples,astronomer,human,male,italiensk filosof.
peChBr,Q456183,45353029,pf01036392016896,CHRISTOPHER [ARNDT],BRUUN,CHRISTOPHER [ARNDT] BRUUN,1839,1920,1839-1920,Norway,priest,human,male,norsk prest og folkehøyskolelærer.
peCBruun,Q4941014,,,CONSTANCE,BRUUN,CONSTANCE BRUUN,1863,1894,1863-1894,Norway,actor,human,female,norsk skuespillerinne.
peFrBru,Q5492634,,,FRANTZ [GOTTLIEB],BRUUN,FRANTZ [GOTTLIEB] BRUUN,1832,1908,1832-1908,Norway,,human,male,norsk prest.
pePAB,Q620766,72240156,,ALEKSANDER PAVLOVITSJ,BRÜLOV,ALEKSANDER PAVLOVITSJ BRÜLOV,1798,1877,1798-1877,Russian Empire,architect,human,male,russisk arkitekt og maler.
peHLB,Q18089672,66430087,,HANS LIEN,BRÆKSTAD,HANS LIEN BRÆKSTAD,1845,1915,1845-1915,,consul,human,male,"norsk litterat, journalist og konsul."
peABr,,,,ANTONIA [SOPHIE WILHELMINE],BRØGGER,ANTONIA [SOPHIE WILHELMINE] BRØGGER,1854,1933,1854-1933,,,human,,norsk geologhustru.
peWCB,Q2424873,42592127,pf01036372023269,WALDEMAR CHRISTOFER,BRØGGER,WALDEMAR CHRISTOFER BRØGGER,1851,1940,1851-1940,Norway,politician,human,male,norsk geolog.
peLeoB,Q68286414,,,LEONTINE [WASILEOWNA],BUCH,LEONTINE [WASILEOWNA] BUCH,1841,1902,1841-1902,Norway,singer,human,female,norsk skuespillerinne.
peOJB,,,,OLE JOHAN [SAMUEL],BUCHER,OLE JOHAN [SAMUEL] BUCHER,1828,1895,1828-1895,,,human,,norsk skuespiller og regissør.
peRB,Q94861161,17983421,,ROBERT,BUCHHOLZ,ROBERT BUCHHOLZ,1838,1893,1838-1893,,actor,human,male,tysk skuespiller og sceneinstruktør.
peHJBu,Q5589478,,,HANS [JOHNSEN],BUDAL,HANS [JOHNSEN] BUDAL,1830,1879,1830-1879,,sculptor,human,male,norsk billedhugger.
peKLTB,Q12716035,309614352,,KARL [LUDVIG TØRRISEN],BUGGE,KARL [LUDVIG TØRRISEN] BUGGE,1840,1916,1840-1916,Norway,lawyer,human,male,norsk høyesterettsadvokat.
peSBu,Q1369073,27173613,pf01037045219372,[ELSEUS] SOPHUS,BUGGE,[ELSEUS] SOPHUS BUGGE,1833,1907,1833-1907,Norway,university teacher,human,male,norsk språkforsker.
peEvB,Q55675091,8158176,,EMMERICH,BUKOVICS VON KIS-ALACSKA,EMMERICH BUKOVICS VON KIS-ALACSKA,1844,1905,1844-1905,,dramaturge,human,male,østerriksk journalist og teaterdirektør.
peEBu,Q5589767,24580974,pk00000001614005,EDVARD [ISAK HAMBRO],BULL,EDVARD [ISAK HAMBRO] BULL,1845,1925,1845-1925,,physician,human,male,norsk lege.
peFBu,,,,FRANZ/FRANS,BULL,FRANZ/FRANS BULL,1851,1921,1851-1921,,,human,,norsk handelsfullmektig (F 1875; Sommerfeldt 1954).
peGAB,Q1780538,25402237,pf01036372004130,GEORG ANDREAS,BULL,GEORG ANDREAS BULL,1829,1917,1829-1917,Norway,architect,human,male,norsk arkitekt.
peOBull,Q318385,59180587,pg00000000066890,OLE [BORNEMANN],BULL,OLE [BORNEMANN] BULL,1810,1880,1810-1880,Norway,composer,human,male,norsk fiolinist.
peMEBu,Q88819,15068641,,MAX [EUGEN],BURCKHARD,MAX [EUGEN] BURCKHARD,1854,1912,1854-1912,Austria,judge,human,male,østerriksk teaterdirektør og forfatter.
peCEB,,,,CHRISTIAN [EGE],BUSCH,CHRISTIAN [EGE] BUSCH,1809,,1809-,,,human,,kjøpmann i Bergen (F 1875).
peHAB,Q11973907,224389302,pf01036372007058,HANNA [ANDRESEN],BUTENSCHØN,HANNA [ANDRESEN] BUTENSCHØN,1851,1928,1851-1928,Norway,writer,human,female,norsk forfatterinne.
peHvB,Q155540,89610488,,HANS [GUIDO] VON,BÜLOW,HANS [GUIDO] VON BÜLOW,1830,1894,1830-1894,Germany,composer,human,male,tysk pianist og komponist.
peMaBu,,,,MARIO,BUZZI,MARIO BUZZI,,,,,,human,,"dr., italiensk (Anker 2, 154)."
peLBy,Q5679,95230688,,GEORGE GORDON,BYRON,GEORGE GORDON BYRON,1788,1824,1788-1824,Great Britain,writer,human,male,britisk dikter.
peFB,Q5591867,22275320,pf01037045003233,[SAMUEL] FREDERIK,BÆTZMANN,[SAMUEL] FREDERIK BÆTZMANN,1841,1913,1841-1913,Norway,librarian,human,male,norsk pressemann og bibliotekar.
peCBogh,Q5600305,96328200,,CARL [HENRIK],BØGH,CARL [HENRIK] BØGH,1827,1893,1827-1893,Denmark,painter,human,male,dansk dyremaler.
peEBogh,Q3363323,16799911,,ERIK [NICOLAI],BØGH,ERIK [NICOLAI] BØGH,1822,1899,1822-1899,Denmark,composer,human,male,"dansk forfatter, teaterdirektør og redaktør."
peJBogh,Q3429087,41817232,pf01038249021675,JOHAN [WALLACE HAGELSTEEN],BØGH,JOHAN [WALLACE HAGELSTEEN] BØGH,1848,1913,1848-1913,Norway,writer,human,male,norsk kunsthistoriker og museumsmann.
peVBogh,Q64775664,,pf01037045029868,VOLLERT [HILLE],BØGH,VOLLERT [HILLE] BØGH,1855,1909,1855-1909,Norway,physician,human,male,norsk lege.
peGBo,Q16183509,,pf01053257023795,GUDBRAND,BØHN,GUDBRAND BØHN,1839,1906,1839-1906,Norway,musician,human,male,norsk fiolinist.
peWilB,Q69727,22932544,,WILHELM,BÖLSCHE,WILHELM BÖLSCHE,1861,1939,1861-1939,German Reich,writer,human,male,tysk forfatter og naturfilosof.
peJLHB,Q4992397,76301826,,JOHN (Johan Laurentius Helenus),BÖRJESON,JOHN (Johan Laurentius Helenus) BÖRJESON,1835,1910,1835-1910,Sweden,actor,human,male,svensk billedhugger.
peHB,Q5739507,67744266,,HERMAN [BRUNCHORST],BAARS,HERMAN [BRUNCHORST] BAARS,1822,1896,1822-1896,Norway,businessperson,human,male,"norsk kjøpmann, fiskerikyndig og kemner."
peMEB,,,,MARGRETHE ELISABETH,BAARS,MARGRETHE ELISABETH BAARS,1832,1881,1832-1881,,,human,,norsk kemnerhustru.
peCas,Q1048,17151776730618010858,,GAIUS IULIUS,CAESAR,GAIUS IULIUS CAESAR,-0100,-0044,-0100--0044,Ancient Rome,poet,human,male,romersk statsmann og forfatter.
peCaes,Q256212,35250536,,,,CAESARIUS fra Kappadokia,,0368,-0368,,physician,human,male,lege i Østromerriket.
peJCa,Q5601154,29515838,pf01038027032177,JACOB [MATHIAS],CALMEYER,JACOB [MATHIAS] CALMEYER,1802,1883,1802-1883,Norway,painter,human,male,norsk maler.
peAC,Q4709874,230149106239968491955,pf01053257034227,[FREDERIK] ALBERT,CAMMERMEYER,[FREDERIK] ALBERT CAMMERMEYER,1838,1893,1838-1893,Norway,bookseller,human,male,norsk bokhandler og forlegger.
peJWC,Q4586342,7843148997702359870008,pf01038027002294,JØRGEN WRIGHT,CAPPELEN,JØRGEN WRIGHT CAPPELEN,1805,1878,1805-1878,Norway,bookseller,human,male,norsk bokhandler.
peSC,,,,SOFIE [LOUISE],CAPPELEN,SOFIE [LOUISE] CAPPELEN,1840,1915,1840-1915,,,human,,norsk språklærerinne.
peLCa,Q468662,24615920,,LUIGI,CAPUANA,LUIGI CAPUANA,1839,1915,1839-1915,Kingdom of Italy,writer,human,male,italiensk forfatter og kritiker.
peACar,Q2831021,22139633,,ALBERT,CARRÉ,ALBERT CARRÉ,1852,1938,1852-1938,France,actor,human,male,fransk teaterleder.
peMCa,Q97077,72202163,,[PHILIPP] MORITZ,CARRIERE,[PHILIPP] MORITZ CARRIERE,1817,1895,1817-1895,Germany,writer,human,male,tysk filosof.
peCCar,Q20116553,,,[HANS] CARL [EMIL],CARSTENSEN,[HANS] CARL [EMIL] CARSTENSEN,1837,1922,1837-1922,Denmark,journalist,human,male,dansk redaktør.
peCPC,Q1040041,9961090,,CARL PAUL,CASPARI,CARL PAUL CASPARI,1814,1892,1814-1892,Norway,teacher,human,male,tyskfødt norsk teolog.
peCMCas,,,,CATHARINA [MAGDALENA],CASPARI,CATHARINA [MAGDALENA] CASPARI,1857,1915,1857-1915,,,human,,norsk forfatterhustru.
peTC,Q1773735,41760854,,[CARL] THEODOR,CASPARI,[CARL] THEODOR CASPARI,1853,1948,1853-1948,Norway,poet,human,male,norsk forfatter.
peRiC,Q97733793,9776853,,RICCARDO,CASTELVECCHIO,RICCARDO CASTELVECCHIO,1814,1894,1814-1894,,,human,male,italiensk dramatiker.
peHeCa,Q5696741,66795902,,[PAULUS] HENRIK,CAVLING,[PAULUS] HENRIK CAVLING,1858,1933,1858-1933,Denmark,journalist,human,male,dansk journalist og forfatter.
peFrCe,,,,FREDERIK [ADOLPH CHRISTENSEN],CETTI,FREDERIK [ADOLPH CHRISTENSEN] CETTI,1838,1906,1838-1906,,,human,,"dansk skuespiller, instruktør og teaterdirektør."
peChar,Q154971,265661610,,,,CHARLOTTE,1840,1927,1840-1927,Belgium,aristocrat,human,female,keiserinne av Mexico.
peCharlotte,Q58670,50332967,,,,CHARLOTTE,1860,1919,1860-1919,Kingdom of Prussia,aristocrat,human,female,tysk prinsesse.
peCCha,,,,CHARLES,CHARRINGTON,CHARLES CHARRINGTON,,1926,-1926,,,human,,britisk skuespiller.
pePhCh,Q962402,24666646,,[VICTOR EUPHÉMION] PHILARÈTE,CHASLES,[VICTOR EUPHÉMION] PHILARÈTE CHASLES,1798,1873,1798-1873,France,writer,human,male,fransk bibliotekar og kritiker.
peMiCh,Q1930688,51933,,MICHEL,CHEVALIER,MICHEL CHEVALIER,1806,1879,1806-1879,France,engineer,human,male,fransk sosialøkonom og politiker.
peHjCh,Q1803750,67853310,pf01036372009563,HJALMAR,CHRISTENSEN,HJALMAR CHRISTENSEN,1869,1925,1869-1925,Norway,writer,human,male,norsk forfatter og sceneinstruktør.
peKongChr4,Q153586,7441786,,,,CHRISTIAN 4.,1577,1648,1577-1648,Denmark,politician,human,male,dansk-norsk konge.
peKongChr7,Q156572,27243178,,,,CHRISTIAN 7.,1749,1808,1749-1808,Denmark-Norway,monarch,human,male,dansk-norsk konge 1766-1808.
peKongChr9,Q151305,216149066622265602405,,,,CHRISTIAN 9.,1818,1906,1818-1906,Denmark,monarch,human,male,dansk konge 1863-1906.
peEiChr,Q4241284,51956427,,[ARNE] EINAR,CHRISTIANSEN,[ARNE] EINAR CHRISTIANSEN,1861,1939,1861-1939,Denmark,playwright,human,male,dansk forfatter og teaterleder.
peEdCh,,,,EDVARD,CHRISTIE,EDVARD CHRISTIE,1849,1920,1849-1920,,,human,,norsk embetsmann.
peKrC,,,,KRISTINE [MARIE],CHRISTIE,KRISTINE [MARIE] CHRISTIE,1866,1941,1866-1941,,,human,,norsk borgermesterhustru.
peChCh,Q11963635,,,CHRISTIAN [EILERT RASCH],CHRISTOPHERSEN,CHRISTIAN [EILERT RASCH] CHRISTOPHERSEN,1840,1900,1840-1900,Norway,businessperson,human,male,norsk grosserer.
peWC,Q4580454,,,WILHELM [CHRISTOPHER],CHRISTOPHERSEN,WILHELM [CHRISTOPHER] CHRISTOPHERSEN,1832,1913,1832-1913,Norway,politician,human,male,norsk diplomat og politiker.
peLChr,Q84968,13060167,,LUDWIG,CHRONEGK,LUDWIG CHRONEGK,1837,1891,1837-1891,Germany,actor,human,male,"tysk skuespiller, regissør og teaterleder."
peIgC,Q1096130,79015688,,IGNAZIO,CIAMPI,IGNAZIO CIAMPI,1824,1880,1824-1880,Papal States,lawyer,human,male,italiensk forfatter.
peCic,Q1541,100196617,,MARCUS TULLIUS,CICERO,MARCUS TULLIUS CICERO,-0106,-0043,-0106--0043,Ancient Rome,writer,human,male,"romersk taler, forfatter og statsmann."
peJCl,Q912271,95172612,,JULES (eg. Arsène Armand),CLARETIE,JULES (eg. Arsène Armand) CLARETIE,1840,1913,1840-1913,France,writer,human,male,fransk forfatter og kritiker.
peHNC,Q241104,57369334,,HENRIK NICOLAI,CLAUSEN,HENRIK NICOLAI CLAUSEN,1793,1877,1793-1877,Denmark,politician,human,male,dansk teolog og politiker.
peCCl,,,,CONRAD,CLAUSON,CONRAD CLAUSON,1840,1907,1840-1907,,,human,,norsk forretningsmann.
peLC,,,,LOUISA,CLAUSON,LOUISA CLAUSON,1864,1941,1864-1941,,,human,,norsk lærerinne.
pePCl,,,,PAULA,CLAUSON,PAULA CLAUSON,1842,1903,1842-1903,,,human,,norsk konsulhustru.
peKAC,,,,KNUD ANNANIAS,CLAUSSEN,KNUD ANNANIAS CLAUSSEN,1843,1896,1843-1896,,,human,,norsk forretningsmann og litterat.
peGBC,Q171730,49223492,,GEORGES [BENJAMIN],CLEMENCEAU,GEORGES [BENJAMIN] CLEMENCEAU,1841,1929,1841-1929,France,physician,human,male,fransk politiker.
peAMC,Q4228919,288204528,,[ADOLPHINE] MARIE,COLBAN,[ADOLPHINE] MARIE COLBAN,1814,1884,1814-1884,Norway,writer,human,female,norsk forfatterinne og oversetter.
peCC,Q243045,56718081,pf01052055029143,[JACOBINE] CAMILLA,COLLETT,[JACOBINE] CAMILLA COLLETT,1813,1895,1813-1895,Norway,writer,human,female,norsk forfatterinne og kvinnesaksforkjemper.
peRoCo,Q1111078,5323663,pf01052055034833,ROBERT,COLLETT,ROBERT COLLETT,1842,1913,1842-1913,Norway,zoologist,human,male,norsk zoolog.
peChCo,Q3438180,876398,,CHRISTEN [CHRISTIAN DREYER],COLLIN,CHRISTEN [CHRISTIAN DREYER] COLLIN,1857,1926,1857-1926,Norway,translator,human,male,norsk litteratur- og kulturhistoriker.
peEC,Q16912293,47686095,,EDVARD,COLLIN,EDVARD COLLIN,1808,1886,1808-1886,Denmark,civil servant,human,male,"dansk embetsmann, direktør og litterær samler."
peJC,Q2649210,74095570,,JONAS [SIGISMUND],COLLIN,JONAS [SIGISMUND] COLLIN,1840,1905,1840-1905,Denmark,zoologist,human,male,dansk zoolog.
peEdC,,,,[JEAN] EDMUND DE,CONINCK,[JEAN] EDMUND DE CONINCK,1817,1874,1817-1874,,,human,,dansk-norsk handelsmann.
peMRC,Q18916929,74608944,,MARIE,CONRAD-RAMLO,MARIE CONRAD-RAMLO,1850,1921,1850-1921,,writer,human,female,tysk skuespillerinne og forfatterinne.
peGdC,Q18012167,24987471,,GÉRARD DE,CONTADES,GÉRARD DE CONTADES,1846,1899,1846-1899,France,historian,human,male,fransk forfatter og historiker.
peCeCo,Q1093375,19687913,,CESARE,CORRÈNTI,CESARE CORRÈNTI,1815,1888,1815-1888,Kingdom of Sardinia,politician,human,male,italiensk politiker.
peThCor,,3145970019432250554,,THOMAS,CORTES,THOMAS CORTES,1819,1901,1819-1901,,,human,,dansk-norsk skuespiller og teaterdirektør.
peKCo,Q1730676,57818108,,KARL,COSTENOBLE,KARL COSTENOBLE,1837,1907,1837-1907,Austria,politician,human,male,østerriksk billedhugger.
peMC,Q42899454,27330633,,MAURICE,COTTIER,MAURICE COTTIER,1822,1881,1822-1881,France,painter,human,male,"fransk samler, maler og forfatter."
peTCr,,,,THOMAS,CRAWFURD,THOMAS CRAWFURD,1779,1850,1779-1850,,,human,,skotskfødt norsk kjøpmann og skipsreder.
peFrC,Q332626,2511644,,FRANCESCO,CRISPI,FRANCESCO CRISPI,1819,1901,1819-1901,Kingdom of Italy,politician,human,male,italiensk politiker.
peJLC,,,,JENS [LARSEN],CRONBORG,JENS [LARSEN] CRONBORG,1803,1870,1803-1870,,,human,,dansk-norsk skuespiller og instruktør.
peMvC,Q900169,1344243,,MINKA,CZÓBEL,MINKA CZÓBEL,1855,1947,1855-1947,Hungary,poet,human,female,ungarsk forfatterinne.
peDahl,,,,,DAHL,DAHL,,,,,,human,,"jurist; ikke identifisert, jf. innledende kommentar til brevet."
peGAD,Q16188041,132149106329068492686,,[GUSTAV ADOLPH] «DOFFEN»,DAHL,[GUSTAV ADOLPH] «DOFFEN» DAHL,1855,1887,1855-1887,Norway,writer,human,male,norsk forfatter.
