XML_ID,Wikidata_ID,Viaf_ID,NHRP_ID,Given_Name,Surname,Name,Year_of_Birth,Year_of_Death,Lifespan,Instance,Gender,Country_of_citizenship,Occupation,Letters_Received,Times_Mentioned,Brief_Description,Spouses_Name,Spouses_ID
peBBj,Q721741,40123365,pf01037045044307,BJØRN,BJØRNSON,BJØRN BJØRNSON,1859,1942,1859-1942,human,male,Norway,actor,10,17,norsk skuespiller og teatersjef.,JENNY (BJØRNSON) SANDBERG,peJeSa
peBB,Q46405,295290572,pf01037086000570,BJØRNSTJERNE [MARTINIUS],BJØRNSON,BJØRNSTJERNE [MARTINIUS] BJØRNSON,1832,1910,1832-1910,human,male,Norway,author,23,118,norsk forfatter.,,
peDB,Q24680810,32021033,pd00000011441592,DAGNY,BJØRNSON,DAGNY BJØRNSON,1876,1974,1876-1974,human,female,,,0,3,"yngste datter av Bjørnstjerne og Karoline Bjørnson (Amdam & Keel 1993-99, . 2, 629). ",ALBERT LANGEN,peALan
peEjBj,,,,EJNAR,BJØRNSON,EJNAR BJØRNSON,1864,1942,1864-1942,human,male,Norway,businessman,0,4,norsk forretningsmann.,,
peEBj,Q11066700,222397732,pf01036435000851,ERLING,BJØRNSON,ERLING BJØRNSON,1868,1959,1868-1959,human,male,Norway,politician,0,2,"norsk gårdruker og politiker, sønn av Bjørnstjerne og Karoline Bjørnson. ",,
peIAa,Q3434990,40118884,pf01052055001457,INGEBORG [MATHILDE LAURA],BJØRNSON,INGEBORG [MATHILDE LAURA] BJØRNSON,1858,1937,1858-1937,human,female,Norway,singer,6,0,norsk sangerinne.,BJØRN BJØRNSON,peBBj
peKBj,Q4352561,65384575,,KAROLINE,BJØRNSON,KAROLINE BJØRNSON,1835,1934,1835-1934,human,female,,married to,1,19,norsk dikterhustru.,,
pePBj,,,,PETER [ELIAS],BJØRNSON,PETER [ELIAS] BJØRNSON,1838,1906,1838-1906,human,male,Norway,civil servant,0,1,norsk embetsmann.,,
peABla,Q764239,89311076,,AUGUST [THEODOR],BLANCHE,AUGUST [THEODOR] BLANCHE,1811,1868,1811-1868,human,male,Sweden,"author, politician, theatre personnel",0,1,"svensk forfatter, teatermann og politiker.",,
pePiB,Q1597820,64162052,,PIETRO,BLASÈRNA,PIETRO BLASÈRNA,1836,1918,1836-1918,human,male,Italy,physicist,0,1,italiensk fysiker.,,
peMBl,,,,MARIE,BLEHR,MARIE BLEHR,1845,1920,1845-1920,human,female,Norway,hotelier,0,3,norsk hotellvertinne (NBO PA).,,
peOBlehr,Q560571,222317284,pf01036392044853,OTTO [ALBERT],BLEHR,OTTO [ALBERT] BLEHR,1847,1927,1847-1927,human,male,Norway,"lawyer, politician",0,1,norsk jurist og politiker.,RANDI [MARIE] BLEHR,peRBle
peRBle,Q4939507,223595797,pf01036392044854,RANDI [MARIE],BLEHR,RANDI [MARIE] BLEHR,1851,1928,1851-1928,human,female,Norway,suffragette,1,1,norsk kvinnesaksforkjemper.,OTTO [ALBERT] BLEHR,peOBlehr
peDrB,Q100261636,281184071,pd00000002995276,[THOMAS LAURITZ CHRISTIAN] FREDERIK,BLICH,[THOMAS LAURITZ CHRISTIAN] FREDERIK BLICH,1810,1879,1810-1879,human,male,Norway,doctor,1,0,norsk lege.,,
peJBC,Q4939515,5308149108413668780006,,JENNY [FREDERIKKE],BLICHER-CLAUSEN,JENNY [FREDERIKKE] BLICHER-CLAUSEN,1865,1907,1865-1907,human,female,Denmark,author,6,1,dansk forfatterinne.,HENRIK NICOLAJ CLAUSEN,noID
peEBlix,Q1329019,67365448,pf01037045156883,ELIAS,BLIX,ELIAS BLIX,1835,1902,1835-1902,human,male,Norway,"politician, poet, theologian, philologist, writer of hymns",0,5,"norsk salmedikter, teolog, filolog og politiker.",,
peRBlix,Q1773520,40185802,pf01037045156888,RAGNVALD,BLIX,RAGNVALD BLIX,1882,1958,1882-1958,human,male,Norway,illustrator,1,0,norsk karikaturtegner.,,
peCBl,Q547055,54420290,,CARL [HEINRICH],BLOCH,CARL [HEINRICH] BLOCH,1834,1890,1834-1890,human,male,Denmark,"painter, illustrator, etching artist",0,5,"dansk maler, raderer og tegner.",,
peEB,Q12309936,,,[HARALD] EMIL,BLOCH,[HARALD] EMIL BLOCH,1836,1914,1836-1914,human,male,Denmark,"art historian, historian",2,0,dansk kunsthistoriker.,,
peWiB,Q5579201,55063624,,WILLIAM [EDVARD],BLOCH,WILLIAM [EDVARD] BLOCH,1845,1926,1845-1926,human,male,Denmark,"author, stage director, director",0,2,dansk sceneinstruktør og forfatter.,,
peHOB,Q16176769,222973190,pf01052055005345,HANS ØRN,BLOM,HANS ØRN BLOM,1817,1885,1817-1885,human,male,Norway,"author, publicist",2,0,norsk forfatter og publisist.,,
peOBl,Q71567,74132797,,OSKAR,BLUMENTHAL,OSKAR BLUMENTHAL,1852,1917,1852-1917,human,male,Germany,"author, theatre manager, critic",0,4,"tysk teaterleder, kritiker og forfatter.",,
peJCBl,Q124094,14836641,,JOHANN CASPAR,BLUNTSCHLI,JOHANN CASPAR BLUNTSCHLI,1808,1881,1808-1881,human,male,"Germany, Switzerland","politician, jurist",0,1,sveitsisk-tysk rettslærd og politiker.,,
peABly,Q610981,3216017,pf01053257027112,AXEL [GUDBRAND],BLYTT,AXEL [GUDBRAND] BLYTT,1843,1898,1843-1898,human,male,Norway,"geologist, botanist",0,1,norsk botaniker og geolog.,,
peJABl,,,,JOHANNE ALIDA,BLYTT (Blydt),JOHANNE ALIDA BLYTT (Blydt),1826,1905,1826-1905,human,female,,married to,0,1,norsk stadsmeglerhustru.,PETER [MICHAEL] BLYTT (Blydt),pePB
pePB,Q17119542,67149296262280670001,,PETER [MICHAEL],BLYTT (Blydt),PETER [MICHAEL] BLYTT (Blydt),1823,1897,1823-1897,human,male,Norway,,5,2,norsk handelsmann og stadsmegler (,,
peVBl,,,,VALBORG,BLYTT,VALBORG BLYTT,1855,,1855-,human,female,Norway,,0,1,norsk stadsmeglerdatter.,,
peGiBo,Q1514544,81438162,,GIROLAMO,BOCCARDO,GIROLAMO BOCCARDO,1829,1904,1829-1904,human,male,Italy,economist,0,1,italiensk nasjonaløkonom.,,
peCHB,,291196681,,[CÆSAR] HAKON,BOECK,[CÆSAR] HAKON BOECK,1832,1898,1832-1898,human,male,Norway,doctor,2,2,norsk lege.,,
peSBoe,,,,[INGEBORG] SOPHIE,BOECK,[INGEBORG] SOPHIE BOECK,1839,1917,1839-1917,human,female,,married to,1,3,"norsk legehustru, gift med foregående Hakon Boeck (F 1875; Koro 1908-15; NBO PA). ",,
peTB,Q3373789,57425789,pf01037045154206,THORVALD [OLAF],BOECK,THORVALD [OLAF] BOECK,1835,1901,1835-1901,"human, King",male,Norway,King,0,1,norsk kongelig fullmektig og boksamler.,,peJBoe
peAPB,Q372277,27880926,,ALEKSEJ PETROVITSJ,BOGOLJUBOV,ALEKSEJ PETROVITSJ BOGOLJUBOV,1824,1896,1824-1896,human,male,Russia,"painter, teacher",0,1,"russisk marinemaler, samler og lærer.",,
peCBoi,Q1055239,27061204,,CAMILLO,BOITO,CAMILLO BOITO,1836,1914,1836-1914,human,male,Italy,"architect, writer",0,1,italiensk arkitekt og kunstskribent.,,
peEBo,Q4575937,,,ERNST [SEVERIN JENS],BOJESEN,ERNST [SEVERIN JENS] BOJESEN,1849,1925,1849-1925,human,male,Denmark,publisher,2,0,dansk forlegger.,,
peFEB,Q5581012,11496901,,FREDERIK [ENGELHARDT],BOJSEN,FREDERIK [ENGELHARDT] BOJSEN,1841,1926,1841-1926,human,male,Denmark,politician,0,1,dansk politiker.,,
peJBo,Q1396614,96429639,,JOHAN [CHRISTOFFER],BOKLUND,JOHAN [CHRISTOFFER] BOKLUND,1817,1880,1817-1880,human,male,Sweden,painter,1,0,svensk maler.,,
peWB,Q5475457,88863461,,[ANDREAS] WILHELM,BOLIN,[ANDREAS] WILHELM BOLIN,1835,1924,1835-1924,human,male,,philosopher,1,0,finsk filosof.,,
peABom,,,,ANETTE [JØRGINE],BOMHOFF,ANETTE [JØRGINE] BOMHOFF,1811,1894,1811-1894,human,female,,married to,0,1,norsk kjøpmannshustru.,,
peKB,Q3436189,,,KARL [GETHER],BOMHOFF,KARL [GETHER] BOMHOFF,1842,1925,1842-1925,human,male,Norway,pharmacist,7,1,"norsk farmasøyt, fabrikkbestyrer og bankdirektør.",,
peMBom,,,,[CAMILLA] MATHILDE,BOMHOFF,[CAMILLA] MATHILDE BOMHOFF,1854,1923,1854-1923,human,female,,married to,0,2,norsk bankdirektørhustru.,KARL [GETHER] BOMHOFF,peKB
peBoni,Q355485,116587918,pf01038011000661,CLEMENS,BONIFACIUS,CLEMENS BONIFACIUS,,,,human,male,,,0,1,pseudonym for P.Chr. Asjørnsen.,,
peCBo,,17349285,,CAMILLE,BONNARD,CAMILLE BONNARD,1793,,1793-,human,male,France,author,0,1,fransk kostymeverkforfatter.,,
peLBo,Q170259,19835381,,LÉON [JOSEPH FLORENTIN],BONNAT,LÉON [JOSEPH FLORENTIN] BONNAT,1833,1922,1833-1922,human,male,France,painter,0,1,fransk maler.,,
peAB,Q1588065,4909296,,ALBERT,BONNIER,ALBERT BONNIER,1820,1900,1820-1900,human,male,Sweden,bookseller,1,0,svensk forlagsbokhandler.,,
peBeBo,Q104755506,,,BETTY,BONNIER,BETTY BONNIER,1828,1888,1828-1888,human,female,,married to,0,1,svensk bokhandlerhustru.,,
peMvB,Q42529197,39365507,,MARIE VON,BORCH,MARIE VON BORCH,1843,1895,1843-1895,human,female,Germany,translator,1,16,"tysk oversetter (om fødselsår, jf. ADB 45, 313).",,
peABo,Q5582212,,,AXEL [JUELL],BORCHGREVINK,AXEL [JUELL] BORCHGREVINK,1838,1902,1838-1902,human,male,Norway,engineer,1,0,norsk ingeniør.,,
peBBo,Q62079666,22042211,,BETTY [JULIE],BORCHSENIUS,BETTY [JULIE] BORCHSENIUS,1850,1890,1850-1890,human,female,Denmark,actor,1,0,dansk skuespillerinne.,OTTO [FREDERIK CHRISTIAN WILLIAM] BORCHSENIUS,peOB
peOB,Q5582220,301945030,,OTTO [FREDERIK CHRISTIAN WILLIAM],BORCHSENIUS,OTTO [FREDERIK CHRISTIAN WILLIAM] BORCHSENIUS,1844,1925,1844-1925,human,male,Denmark,author,5,3,dansk forfatter.,BETTY [JULIE] BORCHSENIUS,peBBo
peCPB,Q71397141,6482149296206780670003,,CARL [PETER],BORGAARD,CARL [PETER] BORGAARD,1799,1868,1799-1868,human,male,Denmark,"playwright, theatre personnel",0,3,dansk dramatiker og teatermann i Norge.,,
pePBH,Q446871,42642579,,PAUL,BOTTEN-HANSEN,PAUL BOTTEN-HANSEN,1824,1869,1824-1869,human,male,Norway,"librarian, literary critic, littérateur, critic",5,13,"norsk litteraturkritiker, bibliograf og bibliotekar.",,
peJoBH,,,,HANNA (Johanne Evine Karine Elisabeth),BOTTEN-HANSEN,HANNA (Johanne Evine Karine Elisabeth) BOTTEN-HANSEN,1833,1917,1833-1917,human,female,,married to,0,1,norsk redaktør- og bibliotekarhustru.,,
peAAB,Q448812,32055272,,[ANTOINE] AUGUST,BOURNONVILLE,[ANTOINE] AUGUST BOURNONVILLE,1805,1879,1805-1879,human,male,Denmark,dancer,0,3,"dansk solodanser, ballettmester og koreograf.",,
peAEB,Q216668,46941089,,[ALBERT] EMIL,BRACHVOGEL,[ALBERT] EMIL BRACHVOGEL,1824,1878,1824-1878,human,male,Germany,author,0,1,tysk forfatter.,,
peOBr,Q71903,22161138,,OTTO,BRAHM,OTTO BRAHM,1856,1912,1856-1912,human,male,Germany,"theatre manager, critic",1,16,tysk teaterleder og -kritiker.,,
peJoBr,Q7294,7573295,,JOHANNES,BRAHMS,JOHANNES BRAHMS,1833,1897,1833-1897,human,male,Germany,composer,0,1,tysk komponist.,,
peAsBr,,,,ASTRID,BRANDES,ASTRID BRANDES,1880,1880,1880-1880,human,female,,,0,5,datter av Georg og Gerda Brandes. Døde av difteri 19. novemer 1890 (GBT).,,
peEdBr,,,,EDITH,BRANDES,EDITH BRANDES,1879,1968,1879-1968,human,female,,,1,7,"datter av Georg og Gerda Brandes (J. Knudsen 2004, . 2, 650). ",REINHOLD PHILIPP,noID
peEBr,Q347582,30334407,,[CARL] EDVARD [COHEN],BRANDES,[CARL] EDVARD [COHEN] BRANDES,1847,1931,1847-1931,human,male,Denmark,"author, politician, journalist, critic",7,13,"dansk kritiker, forfatter, journalist og politiker.",HARRIET BRANDES,peHBra
peEBra,,,,EMILIE,BRANDES,EMILIE BRANDES,1818,1898,1818-1898,human,female,,married to,0,1,dansk grossererhustru.,HERMAN COHEN BRANDES,noID
peGB,Q316045,4938982,,GEORG [MORRIS COHEN],BRANDES,GEORG [MORRIS COHEN] BRANDES,1842,1927,1842-1927,human,male,Denmark,"author, critic",41,64,dansk kritiker og forfatter.,,
peGBr,,,,GERDA (Henriette),BRANDES,GERDA (Henriette) BRANDES,1845,1931,1845-1931,human,female,,married to,3,9,tysk-dansk forfatterhustru.,"[ADOLPH HEINRICH] ADOLF STRODTMANN, GEORG [MORRIS COHEN] BRANDES","peAS, peGB"
peHBra,,,,HARRIET,BRANDES,HARRIET BRANDES,1856,1879,1856-1879,human,female,,married to,0,1,dansk forfatterhustru.,[CARL] EDVARD [COHEN] BRANDES,peEBr
peOBrau,Q7109769,3221809,,[JOHANN PHILIPP] OTTO,BRAUN,[JOHANN PHILIPP] OTTO BRAUN,1824,1900,1824-1900,human,male,Germany,"author, journalist",2,0,tysk journalist og forfatter.,,
peAnBr,,,,ANNA,BRAUNWART,ANNA BRAUNWART,,,,human,female,,married to,0,1,tysk juristhustru.,,
peLoBr,Q1870155,49976527,,LORENZ VON,BRAUNWART,LORENZ VON BRAUNWART,1826,1904,1826-1904,human,male,Germany,lawyer,0,1,tysk jurist.,,
peEBrau,Q124497,59875388,,ERNST,BRAUSEWETTER,ERNST BRAUSEWETTER,1863,1904,1863-1904,human,male,Germany,"author, translator",2,4,tysk forfatter og oversetter.,,
peJB,Q13411079,61494363,,JOHAN (Josva),BRAVO,JOHAN (Josva) BRAVO,1797,1876,1797-1876,human,male,Denmark,painter,13,23,dansk maler og kunstagent.,,
peNB,Q5585682,12262574,,NIELS [ANDREAS],BREDAL,NIELS [ANDREAS] BREDAL,1841,1888,1841-1888,human,male,Denmark,painter,0,3,dansk akvarellmaler.,[JENSINE MARIE FREDERIKKE] CECILIE ABRAHAMS,peCA
peFBr,,103316608,,FRIEDRICH,BRESEMANN,FRIEDRICH BRESEMANN,1809,1850,1809-1850,human,male,Denmark,"teacher, language teacher",0,1,dansk språklærer.,,
peCBr,,88763255,,CHRISTOFFER,BRINCHMANN,CHRISTOFFER BRINCHMANN,1864,1940,1864-1940,human,male,Norway,archivist,1,1,norsk arkivar.,,
peElBr,,,,ELISE,BRODTKORB,ELISE BRODTKORB,1831,1914,1831-1914,human,female,,married to,0,1,norsk proprietærhustru (NBO PA).,,
peBBro,Q55674719,57373747,,BERNHARD,BRONS,BERNHARD BRONS,1831,1911,1831-1911,human,male,Germany,businessman,1,1,tysk forretningsmann.,,
peHBvS,Q66163,62333906,,HANS [AUGUST],BRONSART VON SCHELLENDORF,HANS [AUGUST] BRONSART VON SCHELLENDORF,1830,1913,1830-1913,human,male,Germany,composer,2,0,tysk komponist.,,
peIBS,Q457863,59869091,,INGEBORG,BRONSART VON SCHELLENDORF,INGEBORG BRONSART VON SCHELLENDORF,1840,1913,1840-1913,human,female,Germany,pianist,0,1,tysk pianistinne.,HANS [AUGUST] BRONSART VON SCHELLENDORF,peHBvS
peTAB,,,,TITO A.,BRUCENI,TITO A. BRUCENI,,,,human,male,Italy,littérateur,1,0,italiensk litterat.,,
peMBr,Q16164996,307224396,,MASSI (Masine Steinon),BRUHN,MASSI (Masine Steinon) BRUHN,1846,1895,1846-1895,human,female,Denmark,"author, suffragette",1,0,dansk forfatterinne og kvinnesaksforkjemper.,,
peAlB,Q12300947,,,ALEXANDER,BRUN,ALEXANDER BRUN,1814,1893,1814-1893,human,male,Denmark,"beekeeper, fruit farmer",0,1,dansk birøkter og fruktdyrker.,,
peAJB,,2157640953938221746,,ANDREAS [JOHN],BRUN,ANDREAS [JOHN] BRUN,1840,1926,1840-1926,human,male,Norway,bookseller,1,0,"norsk bokhandler (Anker 2, 86).",,
peHBru,Q18756034,231499317,pf01053257030608,HANS [SALVESEN],BRUN,HANS [SALVESEN] BRUN,1834,1901,1834-1901,human,male,Norway,"actor, singer",0,4,norsk skuespiller og sanger.,,
peJCBr,Q6214982,7419149296291780670003,,JOHAN [CHRISTOPHER],BRUN,JOHAN [CHRISTOPHER] BRUN,1838,1914,1838-1914,human,male,Norway,,0,1,norsk apoteker.,,
peJFB,Q1794570,221276383,pf01053257005687,JOHANNES [FINNE],BRUN,JOHANNES [FINNE] BRUN,1832,1890,1832-1890,human,male,Norway,actor,0,16,norsk skuespiller.,,
peLoB,Q4940931,228236306,,LOUISE [LARSINE],BRUN,LOUISE [LARSINE] BRUN,1830,1866,1830-1866,human,female,Norway,actor,0,5,norsk skuespillerinne.,,
peMWB,Q104219013,6145970195732251545,,MICHAEL WALLEM,BRUN,MICHAEL WALLEM BRUN,1819,1891,1819-1891,human,male,Norway,"author, theatre manager",0,5,norskfødt teaterleder og forfatter i Danmark og Norge.,,
peJorBr,Q3352322,215295898,pf01037335060909,JØRGEN,BRUNCHORST,JØRGEN BRUNCHORST,1862,1917,1862-1917,human,male,Norway,"diplomat, politician, botanist",0,1,"norsk botaniker, museumsmann, politiker og diplomat.",,
peGBru,Q36330,68926311,,GIORDANO,BRUNO,GIORDANO BRUNO,1548,1600,1548-1600,human,male,Italy,philosopher,0,1,italiensk filosof.,,
peChBr,Q456183,45353029,pf01036392016896,CHRISTOPHER [ARNDT],BRUUN,CHRISTOPHER [ARNDT] BRUUN,1839,1920,1839-1920,human,male,Norway,"vicar, teacher",0,1,norsk prest og folkehøyskolelærer.,,
peCBruun,Q4941014,,,CONSTANCE,BRUUN,CONSTANCE BRUUN,1863,1894,1863-1894,human,female,Norway,actor,0,5,norsk skuespillerinne.,NILS CLAUS IHLEN,noID
peFrBru,Q5492634,,,FRANTZ [GOTTLIEB],BRUUN,FRANTZ [GOTTLIEB] BRUUN,1832,1908,1832-1908,human,male,Norway,vicar,0,1,norsk prest.,,
pePAB,Q620766,72240156,,ALEKSANDER PAVLOVITSJ,BRÜLOV,ALEKSANDER PAVLOVITSJ BRÜLOV,1798,1877,1798-1877,human,male,Russia,"painter, architect",0,1,russisk arkitekt og maler.,,
peHLB,Q18089672,66430087,,HANS LIEN,BRÆKSTAD,HANS LIEN BRÆKSTAD,1845,1915,1845-1915,human,male,Norway,"journalist, consul, littérateur",1,1,"norsk litterat, journalist og konsul.",,
peABr,,,,ANTONIA [SOPHIE WILHELMINE],BRØGGER,ANTONIA [SOPHIE WILHELMINE] BRØGGER,1854,1933,1854-1933,human,female,,married to,0,1,norsk geologhustru.,WALDEMAR CHRISTOFER BRØGGER,peWCB
peWCB,Q2424873,42592127,pf01036372023269,WALDEMAR CHRISTOFER,BRØGGER,WALDEMAR CHRISTOFER BRØGGER,1851,1940,1851-1940,human,male,Norway,geologist,1,3,norsk geolog.,,
peLeoB,Q68286414,,,LEONTINE [WASILEOWNA],BUCH,LEONTINE [WASILEOWNA] BUCH,1841,1902,1841-1902,human,female,Norway,actor,0,1,norsk skuespillerinne.,,
peOJB,,,,OLE JOHAN [SAMUEL],BUCHER,OLE JOHAN [SAMUEL] BUCHER,1828,1895,1828-1895,human,male,Norway,"actor, director",0,5,norsk skuespiller og regissør.,,
peRB,Q94861161,17983421,,ROBERT,BUCHHOLZ,ROBERT BUCHHOLZ,1838,1893,1838-1893,human,male,Germany,"actor, stage director, director",1,1,tysk skuespiller og sceneinstruktør.,,
peHJBu,Q5589478,,,HANS [JOHNSEN],BUDAL,HANS [JOHNSEN] BUDAL,1830,1879,1830-1879,human,male,Norway,sculptor,0,2,norsk billedhugger.,,
peKLTB,Q12716035,309614352,,KARL [LUDVIG TØRRISEN],BUGGE,KARL [LUDVIG TØRRISEN] BUGGE,1840,1916,1840-1916,human,male,Norway,lawyer,0,1,norsk høyesterettsadvokat.,LEONTINE [WASILEOWNA] BUCH,peLeoB
peSBu,Q1369073,27173613,pf01037045219372,[ELSEUS] SOPHUS,BUGGE,[ELSEUS] SOPHUS BUGGE,1833,1907,1833-1907,human,male,Norway,linguist,0,2,norsk språkforsker.,,
peEvB,Q55675091,8158176,,EMMERICH,BUKOVICS VON KIS-ALACSKA,EMMERICH BUKOVICS VON KIS-ALACSKA,1844,1905,1844-1905,human,male,Austria,"journalist, theatre director",2,0,østerriksk journalist og teaterdirektør.,,
peEBu,Q5589767,24580974,pk00000001614005,EDVARD [ISAK HAMBRO],BULL,EDVARD [ISAK HAMBRO] BULL,1845,1925,1845-1925,human,male,Norway,doctor,2,2,norsk lege.,,
peFBu,,,,FRANZ/FRANS,BULL,FRANZ/FRANS BULL,1851,1921,1851-1921,human,male,Norway,,0,1,norsk handelsfullmektig (F 1875; Sommerfeldt 1954).,,
peGAB,Q1780538,25402237,pf01036372004130,GEORG ANDREAS,BULL,GEORG ANDREAS BULL,1829,1917,1829-1917,human,male,Norway,architect,0,1,norsk arkitekt.,,
peOBull,Q318385,59180587,pg00000000066890,OLE [BORNEMANN],BULL,OLE [BORNEMANN] BULL,1810,1880,1810-1880,human,male,Norway,,0,4,norsk fiolinist.,"FÉLICIE VILLEMINOT, SARA THORP","noID, peSTho"
peMEBu,Q88819,15068641,,MAX [EUGEN],BURCKHARD,MAX [EUGEN] BURCKHARD,1854,1912,1854-1912,human,male,Austria,"author, theatre director",6,3,østerriksk teaterdirektør og forfatter.,,
peCEB,,,,CHRISTIAN [EGE],BUSCH,CHRISTIAN [EGE] BUSCH,1809,,1809-,human,male,,merchant,0,1,kjøpmann i Bergen (F 1875).,,
peHAB,Q11973907,224389302,pf01036372007058,HANNA [ANDRESEN],BUTENSCHØN,HANNA [ANDRESEN] BUTENSCHØN,1851,1928,1851-1928,human,female,Norway,author,2,1,norsk forfatterinne.,NILS AUGUST ANDRESEN,noID
peHvB,Q155540,89610488,,HANS [GUIDO] VON,BÜLOW,HANS [GUIDO] VON BÜLOW,1830,1894,1830-1894,human,male,Germany,"composer, pianist",0,1,tysk pianist og komponist.,COSIMA FLAVIGNY,noID
peMaBu,,,,MARIO,BUZZI,MARIO BUZZI,,,,human,male,Italy,,0,1,"dr., italiensk (Anker 2, 154).",,
peLBy,Q5679,95230688,,GEORGE GORDON,BYRON,GEORGE GORDON BYRON,1788,1824,1788-1824,human,male,United Kingdom of Great Britain and Ireland,poet,0,3,britisk dikter.,,
peFB,Q5591867,22275320,pf01037045003233,[SAMUEL] FREDERIK,BÆTZMANN,[SAMUEL] FREDERIK BÆTZMANN,1841,1913,1841-1913,human,male,Norway,"librarian, journalist",1,9,norsk pressemann og bibliotekar.,,
peCBogh,Q5600305,96328200,,CARL [HENRIK],BØGH,CARL [HENRIK] BØGH,1827,1893,1827-1893,human,male,Denmark,painter,0,1,dansk dyremaler.,,
peEBogh,Q3363323,16799911,,ERIK [NICOLAI],BØGH,ERIK [NICOLAI] BØGH,1822,1899,1822-1899,human,male,Denmark,"editor, author, theatre director",1,6,"dansk forfatter, teaterdirektør og redaktør.",,
peJBogh,Q3429087,41817232,pf01038249021675,JOHAN [WALLACE HAGELSTEEN],BØGH,JOHAN [WALLACE HAGELSTEEN] BØGH,1848,1913,1848-1913,human,male,Norway,"art historian, historian",3,1,norsk kunsthistoriker og museumsmann.,,
peVBogh,Q64775664,,pf01037045029868,VOLLERT [HILLE],BØGH,VOLLERT [HILLE] BØGH,1855,1909,1855-1909,human,male,Norway,doctor,1,0,norsk lege.,,
peGBo,Q16183509,,pf01053257023795,GUDBRAND,BØHN,GUDBRAND BØHN,1839,1906,1839-1906,human,male,Norway,,0,1,norsk fiolinist.,,
peWilB,Q69727,22932544,,WILHELM,BÖLSCHE,WILHELM BÖLSCHE,1861,1939,1861-1939,human,male,Germany,"author, philosopher",1,0,tysk forfatter og naturfilosof.,,
peJLHB,Q4992397,76301826,,JOHN (Johan Laurentius Helenus),BÖRJESON,JOHN (Johan Laurentius Helenus) BÖRJESON,1835,1910,1835-1910,human,male,Sweden,sculptor,0,4,svensk billedhugger.,,
peHB,Q5739507,67744266,,HERMAN [BRUNCHORST],BAARS,HERMAN [BRUNCHORST] BAARS,1822,1896,1822-1896,human,male,Norway,merchant,1,1,"norsk kjøpmann, fiskerikyndig og kemner.",,
peMEB,,,,MARGRETHE ELISABETH,BAARS,MARGRETHE ELISABETH BAARS,1832,1881,1832-1881,human,female,,married to,0,1,norsk kemnerhustru.,HERMAN [BRUNCHORST] BAARS,peHB
peCas,Q1048,17151776730618010858,,GAIUS IULIUS,CAESAR,GAIUS IULIUS CAESAR,-0100,-0044,-0100--0044,human,male,,author,0,1,romersk statsmann og forfatter.,,
peCaes,Q256212,35250536,,,,CAESARIUS fra Kappadokia,,0368,-0368,human,male,,doctor,0,1,lege i Østromerriket.,,
peJCa,Q5601154,29515838,pf01038027032177,JACOB [MATHIAS],CALMEYER,JACOB [MATHIAS] CALMEYER,1802,1883,1802-1883,human,male,Norway,painter,0,1,norsk maler.,,
peAC,Q4709874,230149106239968491955,pf01053257034227,[FREDERIK] ALBERT,CAMMERMEYER,[FREDERIK] ALBERT CAMMERMEYER,1838,1893,1838-1893,human,male,Norway,"publisher, bookseller",1,1,norsk bokhandler og forlegger.,,
peJWC,Q4586342,7843148997702359870008,pf01038027002294,JØRGEN WRIGHT,CAPPELEN,JØRGEN WRIGHT CAPPELEN,1805,1878,1805-1878,human,male,Norway,bookseller,0,2,norsk bokhandler.,,
peSC,,,,SOFIE [LOUISE],CAPPELEN,SOFIE [LOUISE] CAPPELEN,1840,1915,1840-1915,human,female,Norway,"teacher, language teacher",0,6,norsk språklærerinne.,,
peLCa,Q468662,24615920,,LUIGI,CAPUANA,LUIGI CAPUANA,1839,1915,1839-1915,human,male,Italy,"author, critic",2,3,italiensk forfatter og kritiker.,,
peACar,Q2831021,22139633,,ALBERT,CARRÉ,ALBERT CARRÉ,1852,1938,1852-1938,human,male,France,theatre manager,0,2,fransk teaterleder.,,
peMCa,Q97077,72202163,,[PHILIPP] MORITZ,CARRIERE,[PHILIPP] MORITZ CARRIERE,1817,1895,1817-1895,human,male,Germany,philosopher,0,1,tysk filosof.,,
peCCar,Q20116553,,,[HANS] CARL [EMIL],CARSTENSEN,[HANS] CARL [EMIL] CARSTENSEN,1837,1922,1837-1922,human,male,Denmark,editor,0,1,dansk redaktør.,,
peCPC,Q1040041,9961090,,CARL PAUL,CASPARI,CARL PAUL CASPARI,1814,1892,1814-1892,human,male,"Norway, Germany",theologian,0,1,tyskfødt norsk teolog.,,
peCMCas,,,,CATHARINA [MAGDALENA],CASPARI,CATHARINA [MAGDALENA] CASPARI,1857,1915,1857-1915,human,female,,married to,0,1,norsk forfatterhustru.,[CARL] THEODOR CASPARI,peTC
peTC,Q1773735,41760854,,[CARL] THEODOR,CASPARI,[CARL] THEODOR CASPARI,1853,1948,1853-1948,human,male,Norway,author,1,1,norsk forfatter.,,
peRiC,Q97733793,9776853,,RICCARDO,CASTELVECCHIO,RICCARDO CASTELVECCHIO,1814,1894,1814-1894,human,male,Italy,playwright,0,1,italiensk dramatiker.,,
peHeCa,Q5696741,66795902,,[PAULUS] HENRIK,CAVLING,[PAULUS] HENRIK CAVLING,1858,1933,1858-1933,human,male,Denmark,"author, journalist",0,2,dansk journalist og forfatter.,,
